chirpstack_time,server_time,devName,devEui,humidity,temperature
1662187151000,1662187152006,EM300-1,24e124136c195948,75.5,17.5
1662187201000,1662187202055,EM300-2,24e124136b327793,75,18
1662187298000,1662187298665,EM300-3,24e124136b327790,75,17.9
1662187501000,1662187502114,EM300-2,24e124136b327793,75,17.9
1662187598000,1662187598634,EM300-3,24e124136b327790,75.5,17.8
1662187751000,1662187751991,EM300-1,24e124136c195948,76.5,17.5
1662187801000,1662187802041,EM300-2,24e124136b327793,75,17.8
1662187898000,1662187898667,EM300-3,24e124136b327790,75.5,17.8
1662188051000,1662188052044,EM300-1,24e124136c195948,76.5,17.5
1662188198000,1662188198604,EM300-3,24e124136b327790,75.5,17.9
1662188351757,1662188351969,EM300-1,24e124136c195948,75.5,17.4
1662188401800,1662188402031,EM300-2,24e124136b327793,74.5,17.9
1662188498344,1662188498645,EM300-3,24e124136b327790,75.5,17.8
1662188651757,1662188652021,EM300-1,24e124136c195948,74.5,17.5
1662188701788,1662188702076,EM300-2,24e124136b327793,74.5,17.9
1662188798342,1662188798577,EM300-3,24e124136b327790,75.5,17.8
1662188951000,1662188952060,EM300-1,24e124136c195948,74,17.5
1662189001000,1662189002113,EM300-2,24e124136b327793,74.5,17.9
1662189098000,1662189098617,EM300-3,24e124136b327790,75.5,17.9
1662189251000,1662189251982,EM300-1,24e124136c195948,74,17.3
1662189301000,1662189302035,EM300-2,24e124136b327793,74.5,17.9
1662189400000,1662189400751,EM300-3,24e124136b327790,75,17.9
1662189551000,1662189552028,EM300-1,24e124136c195948,74.5,17.3
1662189601000,1662189602083,EM300-2,24e124136b327793,74.5,17.9
1662189698000,1662189698615,EM300-3,24e124136b327790,75.5,17.9
1662189851000,1662189852052,EM300-1,24e124136c195948,74,17.3
1662189901000,1662189902007,EM300-2,24e124136b327793,74.5,17.9
1662189998000,1662189998612,EM300-3,24e124136b327790,75,17.8
1662190151000,1662190151989,EM300-1,24e124136c195948,73.5,17.2
1662190201000,1662190202045,EM300-2,24e124136b327793,74.5,17.8
1662190298000,1662190298557,EM300-3,24e124136b327790,75.5,18
1662190451000,1662190452015,EM300-1,24e124136c195948,73,17.1
1662190501000,1662190501969,EM300-2,24e124136b327793,74.5,17.9
1662190598000,1662190598581,EM300-3,24e124136b327790,75,17.9
1662190751000,1662190752056,EM300-1,24e124136c195948,72.5,17.1
1662190801000,1662190802005,EM300-2,24e124136b327793,74.5,17.9
1662190898000,1662190898624,EM300-3,24e124136b327790,74.5,17.9
1662191198000,1662191198563,EM300-3,24e124136b327790,74.5,17.9
1662191351000,1662191352042,EM300-1,24e124136c195948,73,16.8
1662191401000,1662191401993,EM300-2,24e124136b327793,74.5,17.8
1662191498000,1662191498605,EM300-3,24e124136b327790,73.5,17.8
1662191651000,1662191652078,EM300-1,24e124136c195948,73.5,16.7
1662191703000,1662191704143,EM300-2,24e124136b327793,74.5,17.9
1662191798000,1662191798549,EM300-3,24e124136b327790,73.5,17.8
1662191951000,1662191952027,EM300-1,24e124136c195948,73.5,16.7
1662192001702,1662192001979,EM300-2,24e124136b327793,74.5,17.9
1662192098280,1662192098582,EM300-3,24e124136b327790,74,17.9
1662192251748,1662192251962,EM300-1,24e124136c195948,74,16.7
1662192301696,1662192301920,EM300-2,24e124136b327793,74.5,17.8
1662192398274,1662192398522,EM300-3,24e124136b327790,73.5,17.8
1662192551749,1662192552001,EM300-1,24e124136c195948,74,16.6
1662192603000,1662192604150,EM300-2,24e124136b327793,74.5,17.9
1662192698000,1662192698556,EM300-3,24e124136b327790,74,17.8
1662192851000,1662192852017,EM300-1,24e124136c195948,74.5,16.6
1662192901000,1662192901982,EM300-2,24e124136b327793,74.5,17.9
1662192998000,1662192998497,EM300-3,24e124136b327790,73.5,17.8
1662193151000,1662193152074,EM300-1,24e124136c195948,74,16.5
1662193201000,1662193201952,EM300-2,24e124136b327793,74.5,17.8
1662193298000,1662193298549,EM300-3,24e124136b327790,73.5,17.8
1662193451000,1662193452035,EM300-1,24e124136c195948,74,16.4
1662193501000,1662193501992,EM300-2,24e124136b327793,74,17.8
1662193751000,1662193751988,EM300-1,24e124136c195948,74.5,16.4
1662193801000,1662193801944,EM300-2,24e124136b327793,74,17.8
1662193898000,1662193898541,EM300-3,24e124136b327790,72.5,17.8
1662194051000,1662194052011,EM300-1,24e124136c195948,74.5,16.5
1662194103000,1662194104068,EM300-2,24e124136b327793,74.5,17.8
1662194198000,1662194198487,EM300-3,24e124136b327790,73.5,17.8
1662194351000,1662194352040,EM300-1,24e124136c195948,74.5,16.3
1662194401000,1662194401907,EM300-2,24e124136b327793,74,17.7
1662194498000,1662194498485,EM300-3,24e124136b327790,73.5,17.8
1662194651000,1662194652084,EM300-1,24e124136c195948,74.5,16.2
1662194703000,1662194704043,EM300-2,24e124136b327793,74,17.8
1662194798000,1662194798456,EM300-3,24e124136b327790,73,17.7
1662194951000,1662194952028,EM300-1,24e124136c195948,74.5,16.4
1662195001000,1662195001874,EM300-2,24e124136b327793,74,17.7
1662195251000,1662195252057,EM300-1,24e124136c195948,74,16.3
1662195301000,1662195301913,EM300-2,24e124136b327793,74.5,17.8
1662195398000,1662195398523,EM300-3,24e124136b327790,73,17.8
1662195551000,1662195552000,EM300-1,24e124136c195948,74.5,16.2
1662195601618,1662195601851,EM300-2,24e124136b327793,74,17.8
1662195698233,1662195698472,EM300-3,24e124136b327790,73,17.7
1662195851756,1662195852031,EM300-1,24e124136c195948,74.5,16.2
1662195901605,1662195901882,EM300-2,24e124136b327793,74,17.7
1662195998221,1662195998520,EM300-3,24e124136b327790,73.5,17.8
1662196151753,1662196151996,EM300-1,24e124136c195948,74.5,16.2
1662196203000,1662196204051,EM300-2,24e124136b327793,74,17.8
1662196298000,1662196298490,EM300-3,24e124136b327790,73.5,17.7
1662196451000,1662196452039,EM300-1,24e124136c195948,74.5,16.1
1662196501000,1662196501802,EM300-2,24e124136b327793,74,17.7
1662196598000,1662196598522,EM300-3,24e124136b327790,73,17.7
1662196751000,1662196751993,EM300-1,24e124136c195948,74.5,16.1
1662196801000,1662196801843,EM300-2,24e124136b327793,74,17.8
1662196898000,1662196898438,EM300-3,24e124136b327790,72.5,17.7
1662197051000,1662197052022,EM300-1,24e124136c195948,74.5,16.1
1662197101000,1662197101873,EM300-2,24e124136b327793,74,17.7
1662197200000,1662197200685,EM300-3,24e124136b327790,73.5,17.8
1662197351000,1662197352079,EM300-1,24e124136c195948,74.5,16.1
1662197401000,1662197401826,EM300-2,24e124136b327793,74,17.6
1662197498000,1662197498428,EM300-3,24e124136b327790,72.5,17.8
1662197651000,1662197651989,EM300-1,24e124136c195948,75,16
1662197701000,1662197701845,EM300-2,24e124136b327793,74,17.7
1662197798000,1662197798467,EM300-3,24e124136b327790,73,17.6
1662197951000,1662197952046,EM300-1,24e124136c195948,75.5,15.9
1662198001000,1662198001823,EM300-2,24e124136b327793,74,17.6
1662198100000,1662198100630,EM300-3,24e124136b327790,72.5,17.7
1662198251000,1662198252000,EM300-1,24e124136c195948,75.5,15.8
1662198301000,1662198301856,EM300-2,24e124136b327793,74,17.7
1662198398000,1662198398443,EM300-3,24e124136b327790,72.5,17.7
1662198551000,1662198552045,EM300-1,24e124136c195948,75.5,16
1662198601000,1662198601797,EM300-2,24e124136b327793,74,17.6
1662198698000,1662198698409,EM300-3,24e124136b327790,72.5,17.7
1662198901000,1662198901850,EM300-2,24e124136b327793,74,17.6
1662198998000,1662198998452,EM300-3,24e124136b327790,72,17.7
1662199151000,1662199152026,EM300-1,24e124136c195948,75.5,15.8
1662199201000,1662199201775,EM300-2,24e124136b327793,74,17.7
1662199298168,1662199298394,EM300-3,24e124136b327790,72.5,17.7
1662199451751,1662199452067,EM300-1,24e124136c195948,76,15.7
1662199501511,1662199501724,EM300-2,24e124136b327793,74,17.6
1662199598156,1662199598417,EM300-3,24e124136b327790,72.5,17.7
1662199751755,1662199751984,EM300-1,24e124136c195948,76.5,15.7
1662199801507,1662199801747,EM300-2,24e124136b327793,74,17.6
1662199900000,1662199900573,EM300-3,24e124136b327790,73,17.7
1662200101000,1662200101794,EM300-2,24e124136b327793,74,17.6
1662200197000,1662200198392,EM300-3,24e124136b327790,72.5,17.6
1662200351000,1662200352056,EM300-1,24e124136c195948,77,15.7
1662200401000,1662200401719,EM300-2,24e124136b327793,74,17.6
1662200497000,1662200498428,EM300-3,24e124136b327790,73,17.6
1662200651000,1662200652011,EM300-1,24e124136c195948,76.5,15.7
1662200701000,1662200701767,EM300-2,24e124136b327793,74,17.6
1662200797000,1662200798389,EM300-3,24e124136b327790,73.5,17.7
1662200951000,1662200952062,EM300-1,24e124136c195948,77,15.6
1662201251000,1662201252009,EM300-1,24e124136c195948,77,15.6
1662201301000,1662201301765,EM300-2,24e124136b327793,74,17.6
1662201397000,1662201398376,EM300-3,24e124136b327790,73,17.6
1662201551000,1662201552047,EM300-1,24e124136c195948,77,15.5
1662201601000,1662201601711,EM300-2,24e124136b327793,74,17.6
1662201697000,1662201698420,EM300-3,24e124136b327790,72,17.7
1662201851000,1662201852002,EM300-1,24e124136c195948,77.5,15.5
1662201901000,1662201901761,EM300-2,24e124136b327793,74,17.6
1662201997000,1662201998379,EM300-3,24e124136b327790,73,17.6
1662202151000,1662202152034,EM300-1,24e124136c195948,77.5,15.5
1662202201000,1662202201689,EM300-2,24e124136b327793,74,17.5
1662202297000,1662202298393,EM300-3,24e124136b327790,73,17.6
1662202451000,1662202452062,EM300-1,24e124136c195948,77.5,15.4
1662202501000,1662202501707,EM300-2,24e124136b327793,74,17.5
1662202597000,1662202598408,EM300-3,24e124136b327790,73,17.7
1662202751000,1662202751994,EM300-1,24e124136c195948,78,15.4
1662202801000,1662202801639,EM300-2,24e124136b327793,74,17.5
1662202898085,1662202898345,EM300-3,24e124136b327790,73,17.6
1662203053904,1662203054140,EM300-1,24e124136c195948,78,15.5
1662203101400,1662203101698,EM300-2,24e124136b327793,74,17.5
1662203198076,1662203198304,EM300-3,24e124136b327790,72.5,17.6
1662203351734,1662203351979,EM300-1,24e124136c195948,78.5,15.3
1662203401396,1662203401642,EM300-2,24e124136b327793,74,17.5
1662203497000,1662203498341,EM300-3,24e124136b327790,73,17.6
1662203651000,1662203652008,EM300-1,24e124136c195948,78.5,15.4
1662203701000,1662203701665,EM300-2,24e124136b327793,73.5,17.5
1662203797000,1662203798383,EM300-3,24e124136b327790,72.5,17.7
1662203951000,1662203952065,EM300-1,24e124136c195948,78.5,15.3
1662204001000,1662204001724,EM300-2,24e124136b327793,74,17.5
1662204097000,1662204098339,EM300-3,24e124136b327790,72.5,17.7
1662204253000,1662204254209,EM300-1,24e124136c195948,78.5,15.3
1662204303000,1662204303872,EM300-2,24e124136b327793,74,17.5
1662204397000,1662204398380,EM300-3,24e124136b327790,73,17.6
1662204551000,1662204552059,EM300-1,24e124136c195948,79,15.2
1662204601000,1662204601613,EM300-2,24e124136b327793,73.5,17.4
1662204697000,1662204698320,EM300-3,24e124136b327790,72.5,17.6
1662204853000,1662204854189,EM300-1,24e124136c195948,79,15.2
1662204901000,1662204901642,EM300-2,24e124136b327793,74,17.4
1662204997000,1662204998351,EM300-3,24e124136b327790,72,17.6
1662205151000,1662205152041,EM300-1,24e124136c195948,79.5,15.1
1662205201000,1662205201593,EM300-2,24e124136b327793,74,17.4
1662205297000,1662205298293,EM300-3,24e124136b327790,72.5,17.7
1662205451000,1662205451996,EM300-1,24e124136c195948,79.5,15.2
1662205501000,1662205501638,EM300-2,24e124136b327793,74,17.4
1662205597000,1662205598346,EM300-3,24e124136b327790,72,17.7
1662205801000,1662205801595,EM300-2,24e124136b327793,73.5,17.4
1662205897000,1662205898303,EM300-3,24e124136b327790,72.5,17.6
1662206051000,1662206051996,EM300-1,24e124136c195948,80,15.1
1662206103000,1662206103744,EM300-2,24e124136b327793,73.5,17.5
1662206197000,1662206198357,EM300-3,24e124136b327790,72.5,17.6
1662206401000,1662206401567,EM300-2,24e124136b327793,74,17.5
1662206497000,1662206498278,EM300-3,24e124136b327790,72.5,17.6
1662206651734,1662206651955,EM300-1,24e124136c195948,80.5,15.1
1662206701316,1662206701609,EM300-2,24e124136b327793,73.5,17.4
1662206800196,1662206800422,EM300-3,24e124136b327790,72.5,17.6
1662206951744,1662206952014,EM300-1,24e124136c195948,80.5,15
1662207001308,1662207001572,EM300-2,24e124136b327793,74,17.4
1662207098023,1662207098285,EM300-3,24e124136b327790,72,17.6
1662207251000,1662207252085,EM300-1,24e124136c195948,80.5,15
1662207301000,1662207301621,EM300-2,24e124136b327793,74,17.5
1662207399000,1662207400439,EM300-3,24e124136b327790,72,17.5
1662207551000,1662207552014,EM300-1,24e124136c195948,80.5,14.9
1662207601000,1662207601562,EM300-2,24e124136b327793,74,17.3
1662207697000,1662207698279,EM300-3,24e124136b327790,72.5,17.6
1662207853000,1662207854157,EM300-1,24e124136c195948,81,14.9
1662207901000,1662207901527,EM300-2,24e124136b327793,73.5,17.4
1662207997000,1662207998232,EM300-3,24e124136b327790,72.5,17.5
1662208151000,1662208152023,EM300-1,24e124136c195948,81,15
1662208201000,1662208201573,EM300-2,24e124136b327793,73.5,17.4
1662208299000,1662208300493,EM300-3,24e124136b327790,72.5,17.6
1662208453000,1662208454160,EM300-1,24e124136c195948,80.5,14.9
1662208501000,1662208501518,EM300-2,24e124136b327793,73.5,17.4
1662208597000,1662208598228,EM300-3,24e124136b327790,72.5,17.6
1662208751000,1662208752002,EM300-1,24e124136c195948,81,14.9
1662208801000,1662208801557,EM300-2,24e124136b327793,73.5,17.4
1662208899000,1662208900373,EM300-3,24e124136b327790,72.5,17.6
1662209051000,1662209052055,EM300-1,24e124136c195948,80.5,14.9
1662209101000,1662209101511,EM300-2,24e124136b327793,73.5,17.4
1662209197000,1662209198226,EM300-3,24e124136b327790,72.5,17.6
1662209351000,1662209352006,EM300-1,24e124136c195948,80.5,14.9
1662209401000,1662209401581,EM300-2,24e124136b327793,73.5,17.3
1662209497000,1662209498280,EM300-3,24e124136b327790,73,17.7
1662209651000,1662209652051,EM300-1,24e124136c195948,80.5,14.8
1662209701000,1662209701510,EM300-2,24e124136b327793,73.5,17.4
1662209797000,1662209798230,EM300-3,24e124136b327790,72.5,17.6
1662209951000,1662209952009,EM300-1,24e124136c195948,80,14.9
1662210099000,1662210100395,EM300-3,24e124136b327790,72.5,17.6
1662210251744,1662210251980,EM300-1,24e124136c195948,80,14.8
1662210301235,1662210301425,EM300-2,24e124136b327793,73.5,17.3
1662210397973,1662210398234,EM300-3,24e124136b327790,72,17.8
1662210551743,1662210552003,EM300-1,24e124136c195948,80,14.9
1662210601220,1662210601463,EM300-2,24e124136b327793,73.5,17.2
1662210697967,1662210698263,EM300-3,24e124136b327790,71.5,17.7
1662210851000,1662210852036,EM300-1,24e124136c195948,80,14.8
1662210900000,1662210901484,EM300-2,24e124136b327793,73.5,17.2
1662210997000,1662210998193,EM300-3,24e124136b327790,72,17.8
1662211151000,1662211152053,EM300-1,24e124136c195948,80,14.9
1662211200000,1662211201508,EM300-2,24e124136b327793,73.5,17.3
1662211297000,1662211298224,EM300-3,24e124136b327790,72,17.7
1662211451000,1662211452009,EM300-1,24e124136c195948,80,14.8
1662211503000,1662211503659,EM300-2,24e124136b327793,73.5,17.2
1662211597000,1662211598172,EM300-3,24e124136b327790,72.5,17.7
1662211753000,1662211754140,EM300-1,24e124136c195948,80,14.9
1662211800000,1662211801509,EM300-2,24e124136b327793,73.5,17.3
1662211897000,1662211898196,EM300-3,24e124136b327790,72,17.8
1662212051000,1662212051976,EM300-1,24e124136c195948,80,14.8
1662212100000,1662212101430,EM300-2,24e124136b327793,73.5,17.3
1662212197000,1662212198148,EM300-3,24e124136b327790,72.5,17.8
1662212403000,1662212403592,EM300-2,24e124136b327793,73.5,17.2
1662212497000,1662212498195,EM300-3,24e124136b327790,72,17.7
1662212651000,1662212652068,EM300-1,24e124136c195948,80,14.8
1662212700000,1662212701423,EM300-2,24e124136b327793,73.5,17.2
1662212797000,1662212798236,EM300-3,24e124136b327790,72,17.7
1662212951000,1662212952011,EM300-1,24e124136c195948,80.5,14.8
1662213000000,1662213001470,EM300-2,24e124136b327793,73.5,17.2
1662213097000,1662213098186,EM300-3,24e124136b327790,72,17.7
1662213251000,1662213252068,EM300-1,24e124136c195948,80.5,14.7
1662213300000,1662213301430,EM300-2,24e124136b327793,73.5,17.3
1662213551000,1662213552025,EM300-1,24e124136c195948,80.5,14.8
1662213600000,1662213601387,EM300-2,24e124136b327793,73.5,17.1
1662213697000,1662213698236,EM300-3,24e124136b327790,72.5,17.6
1662213851000,1662213852015,EM300-1,24e124136c195948,80.5,14.7
1662213903310,1662213903581,EM300-2,24e124136b327793,73.5,17.2
1662214013830,1662214014106,EM300-3,24e124136b327790,72,17.7
1662214151736,1662214151969,EM300-1,24e124136c195948,80.5,14.7
1662214201125,1662214201323,EM300-2,24e124136b327793,73.5,17.2
1662214297898,1662214298135,EM300-3,24e124136b327790,72,17.6
1662214500000,1662214501379,EM300-2,24e124136b327793,73.5,17.2
1662214751000,1662214751975,EM300-1,24e124136c195948,80,14.6
1662214800000,1662214801335,EM300-2,24e124136b327793,73.5,17.2
1662214897000,1662214898142,EM300-3,24e124136b327790,71.5,17.7
1662215051000,1662215052017,EM300-1,24e124136c195948,80,14.5
1662215100000,1662215101371,EM300-2,24e124136b327793,73.5,17.2
1662215197000,1662215198198,EM300-3,24e124136b327790,71.5,17.6
1662215351000,1662215351980,EM300-1,24e124136c195948,80,14.6
1662215400000,1662215401431,EM300-2,24e124136b327793,73.5,17.2
1662215499000,1662215500333,EM300-3,24e124136b327790,71.5,17.6
1662215651000,1662215652030,EM300-1,24e124136c195948,80,14.5
1662215700000,1662215701381,EM300-2,24e124136b327793,73.5,17.1
1662215797000,1662215798199,EM300-3,24e124136b327790,71.5,17.6
1662215951000,1662215952062,EM300-1,24e124136c195948,80,14.5
1662216000000,1662216001319,EM300-2,24e124136b327793,73.5,17.1
1662216097000,1662216098120,EM300-3,24e124136b327790,71,17.6
1662216251000,1662216252018,EM300-1,24e124136c195948,80,14.6
1662216300000,1662216301368,EM300-2,24e124136b327793,73.5,17.1
1662216397000,1662216398189,EM300-3,24e124136b327790,71,17.6
1662216551000,1662216551976,EM300-1,24e124136c195948,79.5,14.4
1662216699000,1662216700260,EM300-3,24e124136b327790,71,17.7
1662216851000,1662216852048,EM300-1,24e124136c195948,79.5,14.4
1662216900000,1662216901313,EM300-2,24e124136b327793,73.5,17.1
1662216997000,1662216998122,EM300-3,24e124136b327790,71,17.5
1662217151000,1662217152103,EM300-1,24e124136c195948,79.5,14.4
1662217200000,1662217201365,EM300-2,24e124136b327793,73.5,17.2
1662217297000,1662217298157,EM300-3,24e124136b327790,70.5,17.6
1662217451000,1662217452149,EM300-1,24e124136c195948,79.5,14.3
1662217501041,1662217501394,EM300-2,24e124136b327793,73.5,17.1
1662217600016,1662217600396,EM300-3,24e124136b327790,71,17.6
1662217751738,1662217752033,EM300-1,24e124136c195948,79.5,14.3
1662217801035,1662217801260,EM300-2,24e124136b327793,73.5,17.1
1662217897838,1662217898089,EM300-3,24e124136b327790,71,17.6
1662218051738,1662218052034,EM300-1,24e124136c195948,79.5,14.3
1662218100000,1662218101271,EM300-2,24e124136b327793,73.5,17.1
1662218197000,1662218198129,EM300-3,24e124136b327790,70,17.5
1662218351000,1662218351996,EM300-1,24e124136c195948,79,14.3
1662218497000,1662218498198,EM300-3,24e124136b327790,70.5,17.5
1662218651000,1662218652060,EM300-1,24e124136c195948,79.5,14.2
1662218700000,1662218701456,EM300-2,24e124136b327793,73.5,17.1
1662218797000,1662218798114,EM300-3,24e124136b327790,71,17.5
1662218951000,1662218952026,EM300-1,24e124136c195948,79.5,14.2
1662219000000,1662219001336,EM300-2,24e124136b327793,73.5,17.1
1662219097000,1662219098254,EM300-3,24e124136b327790,70,17.5
1662219251000,1662219252178,EM300-1,24e124136c195948,79.5,14.1
1662219300000,1662219301307,EM300-2,24e124136b327793,73,17.1
1662219397000,1662219398309,EM300-3,24e124136b327790,70,17.5
1662219551000,1662219552173,EM300-1,24e124136c195948,79,14
1662219600000,1662219601256,EM300-2,24e124136b327793,73,16.9
1662219697000,1662219698037,EM300-3,24e124136b327790,70,17.4
1662219851000,1662219852199,EM300-1,24e124136c195948,79,14.2
1662219900000,1662219901293,EM300-2,24e124136b327793,73.5,17
1662219997000,1662219998195,EM300-3,24e124136b327790,69.5,17.5
1662220151000,1662220152044,EM300-1,24e124136c195948,79,14
1662220200000,1662220201179,EM300-2,24e124136b327793,73.5,17
1662220297000,1662220298098,EM300-3,24e124136b327790,70,17.4
1662220451000,1662220452250,EM300-1,24e124136c195948,79,14
1662220500000,1662220501271,EM300-2,24e124136b327793,73.5,17
1662220597000,1662220598121,EM300-3,24e124136b327790,69.5,17.5
1662220751000,1662220752071,EM300-1,24e124136c195948,79,14
1662220800000,1662220801239,EM300-2,24e124136b327793,73,17
1662220897000,1662220898131,EM300-3,24e124136b327790,70,17.4
1662221100000,1662221101255,EM300-2,24e124136b327793,73,17
1662221197786,1662221198056,EM300-3,24e124136b327790,69.5,17.4
1662221351738,1662221351989,EM300-1,24e124136c195948,79,13.9
1662221400941,1662221401163,EM300-2,24e124136b327793,73,17
1662221497781,1662221498020,EM300-3,24e124136b327790,70,17.4
1662221651738,1662221652019,EM300-1,24e124136c195948,79,14
1662221700936,1662221701418,EM300-2,24e124136b327793,73,16.9
1662221797000,1662221798203,EM300-3,24e124136b327790,70,17.4
1662221951000,1662221951959,EM300-1,24e124136c195948,79,13.9
1662222000000,1662222001214,EM300-2,24e124136b327793,73,16.9
1662222097000,1662222098031,EM300-3,24e124136b327790,69,17.4
1662222251000,1662222252000,EM300-1,24e124136c195948,79,13.8
1662222302000,1662222303371,EM300-2,24e124136b327793,73,16.9
1662222397000,1662222398041,EM300-3,24e124136b327790,69,17.3
1662222551000,1662222552070,EM300-1,24e124136c195948,79,13.7
1662222600000,1662222601299,EM300-2,24e124136b327793,73,16.8
1662222697000,1662222697990,EM300-3,24e124136b327790,68.5,17.4
1662222900000,1662222901393,EM300-2,24e124136b327793,73,16.9
1662223151000,1662223152369,EM300-1,24e124136c195948,79,13.7
1662223200000,1662223201323,EM300-2,24e124136b327793,73,16.8
1662223297000,1662223298300,EM300-3,24e124136b327790,69.5,17.2
1662223451000,1662223452029,EM300-1,24e124136c195948,79,13.7
1662223500000,1662223501338,EM300-2,24e124136b327793,73,16.8
1662223597000,1662223598602,EM300-3,24e124136b327790,69.5,17.3
1662223751000,1662223752155,EM300-1,24e124136c195948,79.5,13.6
1662223800000,1662223801116,EM300-2,24e124136b327793,73,16.8
1662223899000,1662223900362,EM300-3,24e124136b327790,69.5,17.3
1662224051000,1662224051970,EM300-1,24e124136c195948,79,13.6
1662224100000,1662224101453,EM300-2,24e124136b327793,73,16.8
1662224197000,1662224198123,EM300-3,24e124136b327790,69.5,17.3
1662224351000,1662224352016,EM300-1,24e124136c195948,79.5,13.5
1662224400000,1662224401431,EM300-2,24e124136b327793,73,16.8
1662224497000,1662224497968,EM300-3,24e124136b327790,69.5,17.3
1662224651000,1662224651952,EM300-1,24e124136c195948,79.5,13.5
1662224700000,1662224701314,EM300-2,24e124136b327793,73,16.8
1662224797000,1662224797979,EM300-3,24e124136b327790,70,17.3
1662224951715,1662224951964,EM300-1,24e124136c195948,79.5,13.5
1662225000817,1662225001251,EM300-2,24e124136b327793,73,16.8
1662225097686,1662225098182,EM300-3,24e124136b327790,69,17.1
1662225251708,1662225252100,EM300-1,24e124136c195948,79.5,13.4
1662225300813,1662225301112,EM300-2,24e124136b327793,73,16.8
1662225399000,1662225400405,EM300-3,24e124136b327790,69,17.2
1662225551000,1662225552016,EM300-1,24e124136c195948,79.5,13.4
1662225600000,1662225601278,EM300-2,24e124136b327793,73,16.8
1662225697000,1662225698169,EM300-3,24e124136b327790,69,17.2
1662225851000,1662225851993,EM300-1,24e124136c195948,79.5,13.4
1662225997000,1662225997951,EM300-3,24e124136b327790,69,17.3
1662226151000,1662226152042,EM300-1,24e124136c195948,79.5,13.4
1662226200000,1662226201097,EM300-2,24e124136b327793,73,16.7
1662226297000,1662226297914,EM300-3,24e124136b327790,68.5,17.2
1662226451000,1662226452029,EM300-1,24e124136c195948,79.5,13.4
1662226500000,1662226501460,EM300-2,24e124136b327793,73,16.7
1662226597000,1662226598154,EM300-3,24e124136b327790,69,17.2
1662226751000,1662226751947,EM300-1,24e124136c195948,79.5,13.3
1662226897000,1662226897909,EM300-3,24e124136b327790,69.5,17.2
1662227051000,1662227051998,EM300-1,24e124136c195948,79.5,13.3
1662227100000,1662227101059,EM300-2,24e124136b327793,73,16.6
1662227197000,1662227197965,EM300-3,24e124136b327790,68.5,17.2
1662227351000,1662227351931,EM300-1,24e124136c195948,79.5,13.3
1662227400000,1662227400989,EM300-2,24e124136b327793,73,16.7
1662227497000,1662227497911,EM300-3,24e124136b327790,68.5,17.1
1662227653000,1662227654199,EM300-1,24e124136c195948,79,13.2
1662227700000,1662227701054,EM300-2,24e124136b327793,73,16.6
1662227797000,1662227797863,EM300-3,24e124136b327790,69,17
1662227951000,1662227951954,EM300-1,24e124136c195948,79,13.1
1662228000000,1662228001007,EM300-2,24e124136b327793,73,16.7
1662228097000,1662228097922,EM300-3,24e124136b327790,68.5,17
1662228251000,1662228252006,EM300-1,24e124136c195948,79,13.3
1662228300000,1662228300954,EM300-2,24e124136b327793,72.5,16.6
1662228397000,1662228397876,EM300-3,24e124136b327790,68.5,17.1
1662228551000,1662228551961,EM300-1,24e124136c195948,79,13.2
1662228600723,1662228601018,EM300-2,24e124136b327793,73,16.6
1662228697622,1662228697939,EM300-3,24e124136b327790,68,17
1662228851716,1662228852029,EM300-1,24e124136c195948,79,13.2
1662228900720,1662228900988,EM300-2,24e124136b327793,72.5,16.7
1662228997621,1662228997892,EM300-3,24e124136b327790,68,16.9
1662229151709,1662229151970,EM300-1,24e124136c195948,79,13.1
1662229200000,1662229201018,EM300-2,24e124136b327793,72.5,16.6
1662229297000,1662229297930,EM300-3,24e124136b327790,68.5,17
1662229500000,1662229500960,EM300-2,24e124136b327793,72.5,16.5
1662229597000,1662229597867,EM300-3,24e124136b327790,68.5,17
1662229751000,1662229752059,EM300-1,24e124136c195948,78.5,13.2
1662229800000,1662229801022,EM300-2,24e124136b327793,72.5,16.6
1662230051000,1662230052005,EM300-1,24e124136c195948,78.5,13.1
1662230100000,1662230100954,EM300-2,24e124136b327793,72.5,16.6
1662230197000,1662230197899,EM300-3,24e124136b327790,68,16.9
1662230351000,1662230352069,EM300-1,24e124136c195948,78.5,13
1662230402000,1662230403132,EM300-2,24e124136b327793,72.5,16.5
1662230497000,1662230497935,EM300-3,24e124136b327790,68.5,16.9
1662230651000,1662230652019,EM300-1,24e124136c195948,78.5,13
1662230700000,1662230700970,EM300-2,24e124136b327793,72.5,16.5
1662230797000,1662230797926,EM300-3,24e124136b327790,68.5,16.9
1662230951000,1662230952028,EM300-1,24e124136c195948,78,13
1662231000000,1662231000976,EM300-2,24e124136b327793,72.5,16.4
1662231097000,1662231097890,EM300-3,24e124136b327790,69,17
1662231251000,1662231251975,EM300-1,24e124136c195948,78,13
1662231300000,1662231300925,EM300-2,24e124136b327793,72.5,16.5
1662231397000,1662231397840,EM300-3,24e124136b327790,68.5,16.8
1662231551000,1662231552012,EM300-1,24e124136c195948,78,13
1662231600000,1662231600977,EM300-2,24e124136b327793,72.5,16.5
1662231697000,1662231697880,EM300-3,24e124136b327790,68,16.9
1662231851000,1662231852044,EM300-1,24e124136c195948,78,12.9
1662231900000,1662231900897,EM300-2,24e124136b327793,72.5,16.5
1662231997000,1662231997913,EM300-3,24e124136b327790,68,17
